nom,age,nationalite,club,valeur,salaire,rupture,attaque/defense,pied
B. Nehrig,31,Germany,FC St. Pauli,700,8,1100.0,Medium/ Medium,Right
F. Campbell,30,United Kingdom,Hull City,1000,15,1900.0,High/ Medium,Right
M. Yatabaré,32,Mali,Atiker Konyaspor,850,9,1700.0,High/ Medium,Right
E. Lenjani,28,Albania,FC Sion,825,14,1200.0,High/ Medium,Left
F. Bredlow,23,Germany,1. FC Nürnberg,1200,7,2300.0,Medium/ Medium,Left
Y. Takahagi,31,Japan,FC Tokyo,900,6,1100.0,Medium/ Medium,Right
D. Arzani,19,Australia,Celtic,2300,20,,High/ Low,Right
A. Bencharki,23,Morocco,Racing Club de Lens,1400,15,,High/ Medium,Right
B. Ampuero,24,Chile,Universidad Católica,1200,2,,Medium/ Medium,Right
G. Puşcaş,22,Romania,Palermo,1600,2,2800.0,Medium/ Medium,Right
C. Chávez,31,Argentina,Club Atlético Aldosivi,925,7,1300.0,Medium/ Medium,Right
V. Marcel,21,France,ESTAC Troyes,1600,12,,High/ Medium,Left
I. Pillud,32,Argentina,Racing Club,575,9,863.0,High/ Medium,Right
B. Dja Djédjé,27,Ivory Coast,MKE Ankaragücü,975,9,2000.0,Medium/ Medium,Right
M. Bakić,24,Montenegro,Royal Excel Mouscron,1400,6,,Medium/ Medium,Right
P. Sané,26,Senegal,AS Nancy Lorraine,1300,12,,High/ Low,Left
J. Clarke-Salter,20,United Kingdom,Vitesse,1700,5,2800.0,Medium/ High,Left
I. Radu,21,Romania,Genoa,1500,12,,Medium/ Medium,Right
D. Gibson,30,Republic of Ireland,Wigan Athletic,975,24,1900.0,Low/ Medium,Right
H. Özmert,33,Turkey,Antalyaspor,425,8,850.0,Low/ High,Right
L. Spendlhofer,25,Austria,SK Sturm Graz,1200,9,1800.0,Medium/ Medium,Right
Pomares,25,Spain,Extremadura UD,1100,3,1800.0,Medium/ High,Left
A. Costa,33,Argentina,San Martin de Tucumán,625,6,906.0,Medium/ Medium,Left
Pedro Porro,18,Spain,Girona FC,1600,5,4500.0,High/ Medium,Right
Y. Stark,27,Germany,SV Darmstadt 98,1000,9,1700.0,Medium/ Medium,Right
M. Tanković,23,Sweden,Hammarby IF,1400,3,1900.0,Medium/ Low,Right
R. Lindgren,33,Sweden,BK Häcken,425,3,531.0,Medium/ Medium,Right
Raúl Llorente,32,Spain,Western Sydney Wanderers,575,5,719.0,Medium/ Medium,Left
M. García,26,Argentina,San Martin de Tucumán,1100,6,1600.0,High/ Medium,Left
M. Kucharczyk,27,Poland,Legia Warszawa,1100,5,1500.0,High/ Medium,Right
M. Havenaar,31,Japan,Vegalta Sendai,950,5,,Medium/ Low,Left
F. Bahlouli,23,France,LOSC Lille,1500,12,3200.0,High/ Low,Right
C. Roberts,22,United Kingdom,Swansea City,1300,10,2800.0,High/ Medium,Right
Servando,34,Spain,Cádiz CF,325,5,520.0,Medium/ Medium,Right
Lucas João,24,Portugal,Sheffield Wednesday,1400,13,2700.0,Medium/ Low,Right
K. Kodro,24,Bosnia Herzegovina,FC København,1400,9,1900.0,Medium/ Medium,Right
Lucas Tagliapietra,27,Brazil,Al Batin,1000,7,1800.0,Medium/ Medium,Left
G. Maroni,19,Argentina,Club Atlético Talleres,1800,5,,High/ Low,Right
O. Altman,24,Israel,Panathinaikos FC,1400,1,3200.0,Medium/ Medium,Right
J. Legear,31,Belgium,Sint-Truidense VV,925,6,1400.0,High/ Medium,Right
Crislan,26,Brazil,Shimizu S-Pulse,1300,7,,High/ Medium,Left
S. Hakšabanovič,19,Montenegro,Málaga CF,1600,15,,High/ Medium,Right
M. Christiansen,21,Germany,DSC Arminia Bielefeld,1400,5,2600.0,Medium/ Medium,Right
D. Sundgren,27,Sweden,AIK,875,5,1100.0,Medium/ Medium,Right
A. Parot,28,Chile,Rosario Central,825,8,1200.0,High/ Medium,Left
M. Petković,25,Republic of Serbia,Spartak Moscow,1100,1,2400.0,Medium/ Medium,Right
C. Charisis,23,Greece,KV Kortrijk,1400,6,2200.0,Medium/ High,Right
Diogo Coelho,24,Portugal,CD Nacional,1200,5,2600.0,Medium/ Medium,Right
M. Ibarra,28,United States of America,Minnesota United FC,1100,4,1600.0,High/ Medium,Right
Riqui Puig,18,Spain,FC Barcelona,2100,24,6500.0,Medium/ Low,Right
M. Pereira,30,France,Yeni Malatyaspor,1000,7,2000.0,High/ Low,Right
Ilori,25,Portugal,Reading,1100,14,2300.0,Medium/ Low,Right
M. Zeffane,26,Algeria,Stade Rennais FC,1000,13,2000.0,Medium/ High,Right
Tomás Podstawski,23,Portugal,Pogoń Szczecin,1300,3,2000.0,Medium/ Medium,Right
Jo Sung Jin,27,South Korea,Suwon Samsung Bluewings,1000,4,1300.0,Low/ High,Right
H. Yamada,29,Japan,Júbilo Iwata,1000,4,1300.0,High/ Medium,Right
Antonaldo Laforte,26,Brazil,Fluminense,1100,13,2100.0,Medium/ Medium,Right
C. Beck,30,Germany,1. FC Magdeburg,1000,8,1600.0,High/ Medium,Left
E. Rivière,28,France,FC Metz,1100,5,2000.0,High/ Medium,Right
I. Parlak,31,Turkey,MKE Ankaragücü,950,11,1900.0,High/ Low,Right
B. Montenegro,25,Paraguay,Club Atlético Talleres,1400,9,2200.0,Medium/ Low,Left
V. Demarconnay,35,France,Paris FC,250,2,438.0,Medium/ Medium,Right
A. Ajagun,25,Nigeria,KV Kortrijk,1300,7,2100.0,Medium/ Medium,Right
G. Madine,27,United Kingdom,Cardiff City,1100,22,2200.0,Medium/ Medium,Right
F. Cordero,30,Chile,San Martin de Tucumán,750,6,1100.0,High/ Medium,Left
R. Stearman,30,United Kingdom,Sheffield United,775,6,1500.0,Medium/ Medium,Right
H. ter Avest,21,Netherlands,Udinese,1300,8,2700.0,Medium/ Medium,Right
J. Medina,21,Paraguay,New York City FC,1700,4,2900.0,High/ Medium,Left
V. Anita,29,Netherlands,Willem II,1000,20,,Medium/ Medium,Right
C. McManaman,27,United Kingdom,Wigan Athletic,1100,24,2100.0,High/ Medium,Right
Oriol Rosell,25,Spain,Orlando City SC,1100,4,1800.0,Low/ Medium,Right
Paulo Daineiro,34,Brazil,Ceará Sporting Club,525,10,971.0,High/ Medium,Right
R. Vincelot,32,France,Crawley Town,600,5,1100.0,Medium/ High,Right
R. Lenis,25,Colombia,Atlético Nacional,1200,3,1800.0,High/ Medium,Right
M. Mier,27,Uruguay,La Equidad,1100,1,1500.0,High/ Medium,Left
Y. de Lanlay,26,Norway,Rosenborg BK,1200,4,1700.0,High/ Medium,Right
J. Gómez,24,Mexico,Querétaro,1100,4,2000.0,Medium/ Medium,Right
I. Lichnovsky,24,Chile,Cruz Azul,1300,9,2500.0,Medium/ Medium,Right
C. Muñoz,29,Chile,Unión Española,1100,3,1400.0,High/ Low,Right
J. MacDonald,32,United Kingdom,Kilmarnock,600,3,1100.0,Medium/ Medium,Right
G. Boyd,32,United Kingdom,Sheffield Wednesday,825,13,1600.0,High/ High,Left
E. Lichaj,29,United States of America,Hull City,800,13,1500.0,High/ High,Right
M. Wittek,29,Germany,1. FC Heidenheim 1846,825,7,1300.0,Medium/ Medium,Right
C. Jenkinson,26,United Kingdom,Arsenal,1000,34,2000.0,High/ High,Right
A. Öztürk,24,Belgium,Göztepe SK,1200,9,2700.0,Medium/ High,Right
J. Pérez,27,Colombia,Pachuca,1200,15,2200.0,High/ Medium,Right
Zhang Chengdong,29,China,Hebei China Fortune FC,1000,8,2200.0,High/ Medium,Right
F. Renzetti,30,Italy,US Cremonese,750,2,1200.0,High/ High,Left
B. Paulsen,26,Denmark,Hammarby IF,1100,3,1400.0,High/ Medium,Right
F. Aristeguieta,26,Venezuela,América de Cali,1300,2,1900.0,High/ Medium,Right
A. Ramos,26,Chile,CD Everton de Viña del Mar,1200,3,1600.0,High/ Low,Right
V. Nelsson,19,Denmark,FC Nordsjælland,1600,3,2300.0,Medium/ Medium,Right
Ever Sineiro,30,Brazil,Cruzeiro,1000,13,1900.0,Medium/ Low,Right
M. Costanzo,30,Switzerland,FC Thun,1000,8,1500.0,Medium/ Medium,Right
Yohan Tavares,30,Portugal,ESTAC Troyes,775,4,1400.0,Medium/ Medium,Right
D. Texeira,27,Uruguay,Moreirense FC,1200,4,2700.0,High/ Medium,Right
D. Toth,31,Austria,FC Admira Wacker Mödling,700,6,1000.0,Medium/ Medium,Left
L. Barrera,27,Argentina,Clube Sport Marítimo,1100,5,2300.0,High/ Medium,Left
K. Bua,24,Switzerland,FC Basel 1893,1300,11,2100.0,High/ Low,Right
I. Anya,30,United Kingdom,Derby County,1000,21,1900.0,Medium/ Medium,Right
P. Hoban,26,Republic of Ireland,Dundalk,1300,2,2000.0,High/ Low,Right
Hugo Basto,25,Portugal,GD Chaves,1200,5,2800.0,Medium/ Medium,Right
Kanu,30,Brazil,KV Kortrijk,1000,7,1500.0,Medium/ Medium,Left
C. Arango,23,Colombia,CD Tondela,1600,5,,Medium/ Medium,Right
M. Karl,32,Germany,SV Sandhausen,600,3,960.0,Medium/ High,Right
Y. Movsisyan,30,Armenia,Chicago Fire,1000,5,1500.0,High/ Low,Right
Puado,20,Spain,RCD Espanyol,1700,10,3800.0,Medium/ Low,Right
M. Abu,26,Ghana,Vålerenga Fotball,1100,3,1400.0,Low/ Medium,Left
D. Moberg Karlsson,24,Sweden,IFK Norrköping,1500,4,2100.0,High/ Medium,Left
E. Rescaldani,26,Argentina,Patronato,1300,8,2000.0,Medium/ Medium,Left
J. Narváez,23,Colombia,UD Almería,1600,9,,Medium/ Medium,Right
J. Hoogma,20,Netherlands,TSG 1899 Hoffenheim,1600,10,3000.0,Medium/ Medium,Left
S. Beitashour,31,Iran,Los Angeles FC,700,4,1100.0,High/ High,Right
M. Janko,35,Austria,FC Lugano,475,4,689.0,Medium/ Medium,Left
S. Willems,27,France,Sporting de Charleroi,1000,7,1600.0,Medium/ Medium,Left
O. Scarione,32,Argentina,Göztepe SK,825,12,1700.0,Medium/ Low,Right
Alex,26,Portugal,Vitória de Setúbal,1100,4,2400.0,Medium/ Medium,Left
S. Gallagher,22,United Kingdom,Southampton,1600,20,3300.0,High/ Medium,Right
J. Blanco,26,Colombia,Independiente Medellín,1200,2,1800.0,Medium/ Medium,Right
O. Hamzaoui,27,Algeria,CD Nacional,1100,6,2400.0,Medium/ Low,Left
G. Milović,29,Croatia,KV Oostende,825,7,1200.0,Medium/ Medium,Right
P. Hosiner,29,Austria,SK Sturm Graz,1100,11,1500.0,Medium/ Low,Right
Caro,25,Spain,Albacete BP,1200,4,2200.0,Medium/ Medium,Right
Felipe Pires,23,Brazil,TSG 1899 Hoffenheim,1400,13,2500.0,High/ Medium,Right
S. Chernik,29,Belarus,AS Nancy Lorraine,700,3,1200.0,Medium/ Medium,Right
Renato Rochela,26,Brazil,Atlético Mineiro,1100,15,2100.0,Medium/ Medium,Left
J. Henry,29,United Kingdom,Oxford United,1000,7,1800.0,Medium/ Medium,Right
L. James,25,Nigeria,Molde FK,1300,4,1800.0,Medium/ Medium,Right
P. Reulet,24,France,Stade Malherbe Caen,1200,7,2500.0,Medium/ Medium,Right
M. Miloš,25,Croatia,CD Aves,1100,5,2400.0,High/ Medium,Right
L. Valzania,22,Italy,Atalanta,1600,11,3000.0,Medium/ Medium,Right
J. George,25,Germany, SSV Jahn Regensburg,1200,6,2000.0,High/ Medium,Right
G. Robail,24,France,Valenciennes FC,1400,25,,High/ Medium,Right
B. Beckeles,32,Honduras,Club Necaxa,575,6,978.0,Medium/ High,Right
R. Brežančić,28,Republic of Serbia,SD Huesca,825,10,1800.0,High/ Medium,Left
D. Camara,23,Guinea,ESTAC Troyes,1400,5,2700.0,Medium/ Medium,Right
O. Barreto,25,Colombia,Millonarios FC,1200,2,1800.0,Medium/ Low,Right
J. Igbekeme,22,Nigeria,Real Zaragoza,1500,5,2600.0,Medium/ Medium,Left
D. Álvarez,36,Colombia,Patriotas Boyacá FC,375,1,506.0,Medium/ Medium,Right
S. Neumann,27,Germany,MSV Duisburg,1000,4,1700.0,Medium/ Medium,Left
Diego Barcelos,33,Brazil,CD Nacional,650,6,1400.0,High/ Low,Right
M. Wallace,25,United Kingdom,Millwall,1100,6,2200.0,Medium/ Medium,Left
D. Bottinelli,31,Argentina,Audax Italiano,925,1,,High/ Low,Right
C. McLaughlin,26,Northern Ireland,Millwall,1000,7,2000.0,High/ Medium,Right
C. Gamboa,28,Costa Rica,Celtic,825,22,1500.0,High/ Medium,Right
J. Vanlerberghe,22,Belgium,KV Oostende,1300,8,,Medium/ Medium,Right
M. Osuna,29,Mexico,Monarcas Morelia,825,5,1400.0,Low/ High,Right
K. Miller,38,United Kingdom,Dundee FC,375,3,656.0,High/ High,Right
M. Ciani,34,France,LA Galaxy,325,4,488.0,Medium/ Medium,Right
L. Vásquez,26,Colombia,América de Cali,1100,1,1500.0,Medium/ High,Right
G. Troupée,20,Netherlands,ADO Den Haag,1300,6,,High/ High,Right
A. Erdem,29,Turkey,Medipol Başakşehir FK,800,11,1500.0,Medium/ Low,Left
D. De fauw,36,Belgium,SV Zulte-Waregem,120,5,180.0,High/ High,Right
D. Cavaré,23,France,Barnsley,1200,5,2400.0,Medium/ Medium,Right
F. Maouassa,19,France,Nîmes Olympique,1300,6,,High/ Medium,Left
N. Dovedan,23,Austria,1. FC Heidenheim 1846,1400,7,2300.0,Medium/ Medium,Right
V. Hedenstad,27,Norway,Rosenborg BK,975,4,1300.0,High/ Medium,Right
J. O'Shea,37,Republic of Ireland,Reading,140,10,266.0,Medium/ Medium,Right
Y. Wildschut,26,Netherlands,Bolton Wanderers,1100,13,,Medium/ Medium,Right
P. Dawidowicz,23,Poland,Hellas Verona,1600,4,,High/ High,Right
P. Bartolomei,28,Italy,Spezia,1000,3,1600.0,Medium/ Medium,Right
Rômulão Selva,26,Brazil,Botafogo,1200,11,2200.0,Medium/ Low,Right
K. Higashi,27,Japan,FC Tokyo,1100,6,1400.0,High/ Medium,Right
L. Mora,30,Italy,Spezia,975,3,1500.0,Medium/ Medium,Left
J. Abrigo,23,Chile,Tiburones Rojos de Veracruz,1500,4,2900.0,Medium/ Low,Right
M. Diskerud,27,United States of America,Ulsan Hyundai FC,1100,43,,Medium/ Medium,Right
E. Torregrossa,26,Italy,Brescia,1300,3,2100.0,Medium/ Low,Left
C. Cadden,21,United Kingdom,Motherwell,1600,3,3000.0,High/ High,Right
D. Dąbrowski,25,Poland,Cracovia,1100,3,1600.0,Medium/ Medium,Right
Fernández,28,Spain,Córdoba CF,825,5,1300.0,Low/ High,Right
Z. Yavru,26,Turkey,Trabzonspor,1000,13,2100.0,High/ Medium,Right
L. Wallace,30,United Kingdom,Rangers FC,750,21,1400.0,High/ High,Left
J. Niezgoda,23,Poland,Legia Warszawa,1500,5,2300.0,Medium/ Medium,Right
L. Abubakar,23,Ghana,Columbus Crew SC,1200,3,2100.0,Medium/ High,Right
C. Leitgeb,33,Austria,FC Red Bull Salzburg,625,16,938.0,Medium/ Medium,Right
E. Pisano,31,Italy,Bristol City,700,18,1300.0,High/ Medium,Right
F. N'Sakala,27,DR Congo,Alanyaspor,875,7,1800.0,High/ Medium,Left
L. Thomas,26,Australia,Melbourne Victory,850,4,1100.0,Medium/ Medium,Right
Igor Rossi,29,Brazil,Al Faisaly,825,11,1400.0,Medium/ Medium,Left
A. Sadiku,27,Albania,Levante UD,1200,12,2700.0,Medium/ Low,Right
K. Bistrović,20,Croatia,PFC CSKA Moscow,1800,1,5100.0,Medium/ Medium,Right
V. Elm,32,Sweden,Kalmar FF,600,2,750.0,Medium/ Medium,Left
Carlos Ruiz,34,Spain,CD Tenerife,325,5,520.0,Medium/ High,Right
M. Clarke,21,United Kingdom,Portsmouth,1800,4,4300.0,High/ Medium,Left
Witi,21,Mozambique,CD Nacional,1500,5,3400.0,Medium/ Medium,Left
Auro,22,Brazil,Toronto FC,1400,3,2400.0,High/ Medium,Right
K. Palmer,21,United Kingdom,Blackburn Rovers,1600,14,3300.0,High/ Medium,Right
B. Radunović,22,Republic of Serbia,US Cremonese,1400,7,,Medium/ Medium,Right
M. Diallo,32,Senegal,Nîmes Olympique,600,8,1200.0,Medium/ High,Right
Negueba,26,Brazil,Gyeongnam FC,1200,4,1600.0,High/ Medium,Right
J. Repas,21,Slovenia,Stade Malherbe Caen,1800,9,4000.0,High/ Medium,Left
N. Mäenpää,33,Finland,Bristol City,525,14,998.0,Medium/ Medium,Right
P. Cibicki,24,Sweden,Molde FK,1400,19,,High/ Medium,Right
T. Touré,24,Ivory Coast,Angers SCO,1300,9,2800.0,High/ Medium,Right
T. Jibril,20,Nigeria,Portimonense SC,1500,4,3400.0,High/ Medium,Right
M. Morys,31,Germany,VfR Aalen,925,2,1300.0,High/ Medium,Right
S. Schonlau,23,Germany,SC Paderborn 07,1200,5,1900.0,Medium/ Medium,Right
A. Favilli,21,Italy,Genoa,1900,30,,High/ Medium,Left
D. Pisot,30,Germany,Karlsruher SC,775,4,1100.0,Medium/ Medium,Right
Noguera,28,Spain,CD Numancia,1100,6,1700.0,Medium/ Medium,Right
D. Rubio,25,Chile,Sporting Kansas City,1400,4,2200.0,Medium/ Low,Right
S. Hedlund,25,Sweden,1. FC Union Berlin,1300,15,2200.0,High/ Medium,Right
R. Dugimont,32,France,AJ Auxerre,825,4,1500.0,High/ Low,Right
A. Montero,23,Colombia,Deportes Tolima,1300,1,2100.0,Medium/ Medium,Right
M. Hartel,22,Germany,1. FC Union Berlin,1500,14,2700.0,Medium/ Medium,Right
Adrián Ortolá,24,Spain,Deportivo de La Coruña,1100,31,,Medium/ Medium,Left
D. Ismail,24,Iraq,Çaykur Rizespor,1200,6,2700.0,Medium/ Medium,Left
T. Ambrose,21,France,Racing Club de Lens,1700,32,,High/ Medium,Right
N. Ueda,23,Japan,KSV Cercle Brugge,1200,6,2000.0,Medium/ Medium,Right
F. Cassata,20,Italy,Frosinone,1800,16,,Medium/ Medium,Right
Kim Shin Wook,30,South Korea,Jeonbuk Hyundai Motors,1000,6,1300.0,Medium/ Medium,Right
A. Keogh,32,Republic of Ireland,Perth Glory,850,4,1100.0,High/ Medium,Right
Javi Galán,23,Spain,Córdoba CF,1200,4,1900.0,High/ Medium,Left
D. Melo,24,Chile,CD Palestino,1100,2,1700.0,Medium/ Medium,Right
M. Vešović,26,Montenegro,Legia Warszawa,900,5,1300.0,Medium/ Medium,Right
Pedro Pereira,20,Portugal,Genoa,1600,4,,High/ Medium,Right
J. Kappelhof,27,Netherlands,Chicago Fire,1000,4,1600.0,Medium/ Medium,Right
Y. Okubo,36,Japan,Júbilo Iwata,375,3,469.0,Medium/ Medium,Right
F. Bordagaray,31,Argentina,Defensa y Justicia,950,9,,Medium/ Low,Right
C. Akpom,22,United Kingdom,PAOK,1500,1,3400.0,Medium/ Medium,Right
R. Taylor,33,United Kingdom,Fleetwood Town,400,5,700.0,Medium/ Medium,Right
Kaíque Mutto,26,Brazil,Atlético Mineiro,750,11,1400.0,Medium/ Medium,Right
N. Barrios,20,Argentina,San Lorenzo de Almagro,2000,7,4300.0,High/ Low,Right
G. Sauro,28,Argentina,Columbus Crew SC,1000,4,1600.0,Medium/ High,Right
M. Riemann,29,Germany,VfL Bochum 1848,700,7,1100.0,Medium/ Medium,Right
Jung Jo Gook,34,South Korea,Gangwon FC,550,4,688.0,High/ Low,Right
Xavi Molina,31,Spain,KAS Eupen,700,6,1100.0,Medium/ High,Right
S. Thesker,27,Germany,Holstein Kiel,1000,6,1600.0,Medium/ Medium,Left
Ailton Cardenhas,30,Brazil,Santos,675,7,1300.0,Medium/ Medium,Right
G. Kyei,22,France,Racing Club de Lens,1500,9,,Medium/ Low,Right
L. Wahlqvist,21,Sweden,SG Dynamo Dresden,1300,6,2300.0,Medium/ High,Right
G. Lorenzetti,33,Chile,Universidad de Chile,625,6,875.0,Medium/ Medium,Left
João Victor,24,Brazil,LASK Linz,1300,6,2000.0,Medium/ Medium,Left
D. Sánchez,31,Chile,Unión Española,650,2,878.0,Medium/ Medium,Right
D. Oberlin,20,Switzerland,FC Basel 1893,1900,10,3200.0,High/ Low,Right
A. Avlonitis,28,Greece,SK Sturm Graz,850,10,1200.0,Medium/ High,Right
I. Sissoko,20,France,RC Strasbourg Alsace,1700,6,3700.0,Medium/ Medium,Right
Aguilera,32,Spain,SD Huesca,600,10,1300.0,Medium/ High,Right
Z. Boucher,26,France,Angers SCO,925,3,,Medium/ Medium,Right
K. Misao,22,Japan,Kashima Antlers,1700,6,2500.0,Medium/ Medium,Right
B. Kısa,35,Turkey,Akhisar Belediyespor,450,6,900.0,Medium/ Low,Left
T. Beermann,27,Germany,1. FC Heidenheim 1846,1000,6,1600.0,Medium/ Medium,Left
G. Courtet,29,France,FC Lorient,1100,5,1800.0,Medium/ Medium,Right
F. Oreja,36,Argentina,Gimnasia y Esgrima La Plata,120,5,180.0,Medium/ Medium,Right
J. Silva,23,Mexico,Cruz Azul,1200,9,2100.0,Low/ High,Right
F. Ballo-Touré,21,France,LOSC Lille,1600,9,3500.0,High/ Low,Left
S. Celozzi,29,Germany,VfL Bochum 1848,800,9,1300.0,High/ Medium,Right
P. Kitchen,26,United States of America,LA Galaxy,1100,4,1700.0,Medium/ Medium,Right
T. Weilandt,26,Germany,VfL Bochum 1848,1200,9,2100.0,Medium/ Low,Right
M. Salvi,24,Switzerland,FC Luzern,1200,5,,Medium/ Medium,Right
José Mari,30,Spain,Cádiz CF,775,5,1200.0,Medium/ High,Right
L. Velázquez,29,Argentina,Rionegro Águilas,1000,1,1400.0,Medium/ Low,Left
Fábio China,25,Portugal,Clube Sport Marítimo,1100,5,2400.0,Medium/ Medium,Left
A. Guðmundsson,21,Iceland,AZ Alkmaar,1900,6,3200.0,High/ Medium,Right
Niltinho,24,Brazil,GD Chaves,1300,5,2900.0,Medium/ High,Left
D. Perquis,32,France,Valenciennes FC,600,3,1100.0,Medium/ Medium,Right
Fredy,28,Angola,Os Belenenses,1100,4,2200.0,High/ Medium,Right
Lee Seul Chan,24,South Korea,Jeonnam Dragons,1200,3,1600.0,High/ Low,Right
S. McKenna,21,United Kingdom,Aberdeen,1800,3,4300.0,Medium/ High,Left
M. Ciofani,30,Italy,Pescara,750,3,1200.0,Medium/ High,Right
Paulinho,30,Brazil,Gyeongnam FC,1000,4,1300.0,High/ Medium,Right
S. Posch,21,Austria,TSG 1899 Hoffenheim,1400,10,2700.0,Medium/ Medium,Right
N. Rapp,21,Germany,FC Erzgebirge Aue,1500,3,2600.0,Medium/ Medium,Right
P. Sandler,21,Netherlands,Manchester City,1700,28,3400.0,High/ Medium,Right
Jorge Fernandes,21,Portugal,CD Tondela,1300,4,,Medium/ Medium,Right
O. Mazuch,29,Czech Republic,Hull City,825,13,1600.0,Medium/ Medium,Right
Nicolas,30,Brazil,Udinese,675,2,,Medium/ Medium,Right
J. Lowe,23,United Kingdom,Portsmouth,1400,6,2800.0,High/ Medium,Right
J. Glesnes,24,Norway,Strømsgodset IF,1300,2,1900.0,Medium/ High,Right
J. Spence,28,United Kingdom,Ipswich Town,825,5,1500.0,Medium/ High,Right
S. Sirigu,29,Germany,SV Darmstadt 98,800,9,1300.0,High/ Medium,Right
E. Salli,25,Cameroon,1. FC Nürnberg,1200,11,2300.0,Medium/ Medium,Right
C. Arrieta,22,Colombia,Envigado FC,1300,1,2000.0,High/ Medium,Right
Dani Nieto,27,Spain,CD Numancia,1100,6,1800.0,Medium/ Low,Left
S. Allagbé,24,Benin,Chamois Niortais Football Club,1100,2,2000.0,Medium/ Medium,Right
S. Kurumaya,26,Japan,Kawasaki Frontale,1000,5,1400.0,Medium/ Medium,Left
J. Fontaine,29,France,Le Havre AC,1000,5,1800.0,High/ Medium,Right
L. Schmitz,29,Germany,Wolfsberger AC,800,7,1200.0,Medium/ Medium,Left
Joãozinho,28,Portugal,CD Tondela,825,3,1700.0,Medium/ Medium,Left
C. Moţi,33,Romania,,0,0,,Low/ High,Right
R. Strauß,31,Germany,1. FC Heidenheim 1846,700,6,1100.0,Medium/ Medium,Right
F. Gulbrandsen,25,Norway,FC Red Bull Salzburg,1300,17,2100.0,High/ High,Right
C. Edwards,24,United Kingdom,Östersunds FK,1300,3,1800.0,High/ Medium,Right
Auremir,26,Brazil,BB Erzurumspor,1000,7,2000.0,Medium/ Medium,Right
S. Rincón,24,Colombia,Vitória Guimarães,1400,5,3100.0,High/ Low,Right
J. Harrop,22,United Kingdom,Preston North End,1500,6,3200.0,High/ Medium,Right
A. Kwarasey,30,Ghana,Vålerenga Fotball,675,2,844.0,Medium/ Medium,Right
J. Fejzić,32,Bosnia Herzegovina,1. FC Magdeburg,600,6,930.0,Medium/ Medium,Right
Cláudio Falcão,23,Brazil,CD Aves,1200,5,2800.0,Medium/ High,Right
B. Sosa,20,Croatia,VfB Stuttgart,1600,10,3000.0,High/ Medium,Left
D. Marcq,29,France,SV Zulte-Waregem,825,7,1200.0,Low/ High,Right
P. Seguin,23,Germany,VfL Wolfsburg,1200,15,2400.0,Low/ Medium,Right
Z. Yıldırım,27,Turkey,Antalyaspor,1100,8,2200.0,Medium/ Medium,Right
S. Fortès,26,Cape Verde,Toulouse Football Club,1100,12,2300.0,Low/ Medium,Right
T. Iwanami,24,Japan,Urawa Red Diamonds,1100,5,1500.0,Medium/ Low,Right
J. Carrasso,30,France,Stade de Reims,675,7,1400.0,Medium/ Medium,Right
M. Vilhjálmsson,31,Iceland,Rosenborg BK,950,4,1200.0,Medium/ Medium,Right
Helton Leite,27,Brazil,Boavista FC,700,3,1500.0,Medium/ Medium,Right
M. Stefaniak,23,Germany,VfL Wolfsburg,1500,18,2800.0,Medium/ Medium,Right
Sergio Santos,23,Brazil,Audax Italiano,1500,3,2300.0,High/ Medium,Left
A. Kalulu,22,France,FC Basel 1893,1600,11,2800.0,High/ Low,Right
Vinícius,28,Hungary,,0,0,,Medium/ Medium,Right
D. Stockdale,32,United Kingdom,Birmingham City,600,10,1100.0,Medium/ Medium,Right
A. Blanco,30,Mexico,Pachuca,675,10,1100.0,Medium/ Medium,Left
J. Butterfield,28,United Kingdom,Derby County,1000,20,2000.0,Medium/ Medium,Right
Bruno Brígido,27,Brazil,CD Feirense,875,5,1900.0,Medium/ Medium,Right
D. Tonucci,29,Italy,Foggia,825,2,1300.0,Low/ High,Right
N. Lima,23,United States of America,San Jose Earthquakes,1200,3,2000.0,High/ High,Right
A. Mitryushkin,22,Russia,FC Sion,1400,9,2300.0,Medium/ Medium,Right
B. Sagredo,29,Chile,San Luis de Quillota,1000,3,1400.0,Medium/ Low,Left
